 X		Y		Z		Time[us]
-2005		-6051		-31		3.24786e-309
-1957		-58		-6116		0.00635664
-48		-114		-71		0.0127943
-1702		-5785		-5783		0.0188259
-112		-5812		-5768		0.0251176
-21		-7		-6082		0.0316182
-96		-6063		-16		0.0379078
-59		-5867		-5859		0.0456844
-121		-42		-5860		0.052045
-96		-5803		-12		0.0580927
-61		-5887		-16		0.0652743
-1760		-101		-83		0.0728219
-1479		-5817		-5827		0.0932777
-32		-5865		-5805		0.0990784
-93		-43		-7		0.105246
-128		-6080		-61		0.11165
-1420		-37		-6048		0.120619
-123		-67		-117		0.12659
-68		-5862		-5866		0.132662
-1720		-12		-6303		0.145055
-33		-121		-6103		0.151256
-1204		-5883		-26		0.157635
-127		-88		-6130		0.174926
-110		-6139		-92		0.181718
-84		-5864		-5810		0.18852
-31		-5552		-59		0.194884
-1488		-5840		-115		0.201274
-96		-74		-67		0.207827
-1757		-5857		-5869		0.214443
-4		-71		-99		0.221013
-1790		-5850		-5805		0.227197
-57		-83		-5775		0.233514
-1413		-5861		-63		0.239903
-1501		-92		-6085		0.246376
-124		-6088		-6101		0.252632
-1792		-6059		-105		0.259074
-1671		-5866		-5881		0.265472
-117		-113		-5846		0.271823
-1683		-112		-5838		0.278394
-24		-5837		-6142		0.285165
-1696		-128		-6074		0.291607
-1765		-5855		-41		0.297862
-1516		-5812		-27		0.304236
-29		-29		-8		0.31055
-35		-6025		-33		0.31686
-75		-98		-57		0.323137
-1749		-6084		-102		0.329799
-1728		-6036		-6052		0.336119
-1412		-92		-26		0.34245
-58		-46		-6097		0.348957
-1728		-108		-27		0.35553
-1753		-94		-6036		0.36169
-18		-19		-6075		0.367921
-1728		-5794		-13		0.374236
-95		-5787		-5768		0.380667
-49		-5859		-100		0.387432
-1675		-93		-76		0.394051
-1690		-6029		-6087		0.40027
-27		-92		-6061		0.406647
-1		-8		-78		0.41315
-80		-5879		-5850		0.419887
-1678		-49		-6076		0.428084
-69		-6050		-6067		0.434416
-127		-6064		-6058		0.440743
-1923		-2		-5888		0.447355
-1467		-87		-5887		0.453607
-12		-5787		-5860		0.460065
-104		-39		-6122		0.466266
-111		-6066		-6093		0.472635
-79		-73		-84		0.479354
-71		-5855		-126		0.485983
-112		-27		-127		0.492591
-81		-6051		-6031		0.510874
-1730		-4		-73		0.517131
-1418		-109		-5579		0.523543
-37		-5841		-121		0.52987
-38		-13		-6042		0.536193
-102		-5816		-6129		0.542505
-1997		-62		-6080		0.549122
-1694		-5791		-5872		0.55582
-84		-5611		-60		0.564154
-44		-5766		-5782		0.570285
-1715		-2		-10		0.576815
-1756		-79		-6109		0.583223
-26		-59		-6034		0.589732
-56		-5834		-5874		0.596155
-53		-5		-106		0.60242
-1695		-5867		-6035		0.608963
-1710		-6055		-98		0.615749
-1982		-6357		-106		0.622466
-2035		-23		-6051		0.629182
-104		-8		-113		0.639202
-1787		-107		-6380		0.645813
-1789		-31		-117		0.65215
-1756		-5786		-69		0.658457
-36		-6061		-78		0.664943
-1502		-66		-6139		0.67126
-1487		-6073		-71		0.677645
-1755		-6019		-6064		0.684146
-1739		-97		-103		0.690756
-46		-83		-100		0.703941
-117		-5828		-104		0.719765
-70		-31		-6140		0.726087
-44		-6032		-6119		0.732256
-1518		-125		-109		0.738641
-967		-5799		-5788		0.74534
-960		-6274		-6128		0.751712
-448		-5797		-5855		0.778144
-101		-5792		-7		0.784519
-220		-5852		-5840		0.791018
-483		-5843		-5810		0.797489
-90		-5838		-98		0.824279
60		-6018		-79		0.830704
100		-6081		-6039		0.837262
317		-6105		-83		0.843772
-97		-37		-127		0.854187
-31		-108		-6091		0.860499
1042		-116		-6053		0.866934
849		-31		-33		0.873271
-77		-38		-41		0.879537
278		-5766		-5846		0.885863
-96		-5607		-5598		0.892254
805		-5819		-5802		0.898693
-22		-118		-5829		0.905151
-94		-6097		-91		0.911679
881		-41		-51		0.917787
1093		-65		-35		0.924161
1616		-107		-6104		0.930499
-34		-6086		-78		0.936945
-122		-6106		-6031		0.943416
849		-6086		-6104		0.949684
-38		-6060		-36		0.956007
622		-121		-5799		0.962442
1085		-5828		-111		0.968964
-52		-5801		-74		0.975434
-76		-97		-15		0.989593
-10		-6091		-6082		0.996343
-49		-116		-90		1.00268
1341		-100		-50		1.00915
1097		-6081		-6309		1.01546
811		-81		-31		1.02177
312		-46		-1		1.02811
-4		-20		-15		1.03442
-59		-5783		-5866		1.04074
-37		-57		-6024		1.04814
-108		-29		-58		1.0543
98		-5866		-5874		1.06055
-120		-88		-67		1.06697
-116		-5779		-5808		1.07329
-46		-113		-6122		1.07959
-105		-43		-6350		1.08594
-77		-18		-6342		1.09217
65		-6053		-23		1.0988
-125		-6093		-6056		1.10544
602		-6096		-55		1.11176
-105		-6082		-37		1.11826
344		-128		-38		1.12469
583		-25		-6144		1.13884
564		-6041		-6109		1.14526
-239		-99		-6281		1.15162
-121		-6140		-44		1.15796
-221		-6142		-6287		1.16425
306		-6302		-52		1.17059
-72		-6347		-72		1.17693
106		-44		-6121		1.18334
-33		-101		-6066		1.18976
-40		-107		-6058		1.21508
300		-8		-6126		1.22162
6		-101		-50		1.22796
2		-6358		-64		1.2346
-37		-6298		-6378		1.24122
-89		-6070		-6310		1.26398
-107		-6077		-45		1.27046
-57		-29		-6053		1.27703
-88		-90		-6040		1.28353
-31		-6086		-6056		1.28999
849		-6066		-6051		1.29666
789		-6112		-102		1.30296
1113		-6117		-6081		1.309
-49		-6144		-51		1.31545
-26		-6101		-6349		1.32172
-68		-6282		-74		1.32815
-12		-81		-6279		1.33446
826		-6133		-6033		1.34093
-24		-6071		-6111		1.34718
-72		-6138		-107		1.35371
1113		-6298		-6335		1.3602
-101		-6119		-29		1.36638
859		-13		-6375		1.37254
1063		-76		-6286		1.37882
-33		-6068		-6136		1.38517
825		-6318		-103		1.39154
1280		-6		-44		1.39799
-103		-117		-35		1.40433
-128		-104		-127		1.41074
1118		-6109		-6619		1.41719
1031		-6380		-105		1.42359
1136		-6394		-6295		1.44682
1068		-6389		-20		1.4533
-30		-113		-120		1.45958
1298		-68		-6555		1.46607
1119		-6312		-123		1.47251
-5		-30		-121		1.47884
1136		-6575		-6626		1.48809
-60		-26		-6621		1.49449
-94		-57		-37		1.50083
1348		-16		-6554		1.50735
-120		-82		-107		1.51368
1065		-6639		-6539		1.51985
1319		-6558		-6572		1.52629
1087		-100		-47		1.53266
-116		-6594		-68		1.53912
1640		-128		-120		1.56658
1836		-6583		-6544		1.57309
-74		-109		-37		1.57956
1575		-73		-121		1.58593
1663		-6889		-14		1.61344
-123		-6581		-6644		1.61986
2134		-6541		-6544		1.6264
-31		-76		-6600		1.63284
2063		-6351		-126		1.64274
2160		-7		-92		1.64909
2323		-6652		-120		1.65558
2126		-105		-6340		1.66184
2171		-20		-20		1.66835
-39		-6581		-117		1.67476
1914		-108		-128		1.68101
2067		-73		-116		1.68759
-116		-6369		-116		1.69421
-68		-56		-6540		1.70055
-92		-55		-98		1.70671
2430		-1		-6387		1.71323
2148		-19		-13		1.71947
-126		-6325		-123		1.72592
2567		-30		-56		1.7322
-32		-86		-52		1.73851
-79		-24		-6335		1.74476
2400		-6374		-49		1.75115
-122		-6372		-6390		1.75777
2573		-6124		-93		1.78254
-22		-6314		-6318		1.789
-82		-6285		-6287		1.79523
2866		-112		-93		1.80162
-126		-115		-94		1.80807
-106		-28		-6140		1.81448
-13		-62		-27		1.83619
-43		-6111		-113		1.84256
-25		-6077		-6082		1.84887
2610		-6101		-6122		1.8552
2890		-19		-6142		1.86184
-71		-6073		-6063		1.8682
-74		-114		-6095		1.87436
2881		-6021		-5779		1.88047
2653		-84		-31		1.88681
2674		-1		-6107		1.89323
-118		-128		-21		1.89951
-97		-5764		-20		1.90593
2891		-5839		-5782		1.91226
2921		-5774		-5593		1.91867
-67		-105		-5884		1.92512
-60		-96		-5761		1.93199
2674		-6089		-104		1.93811
-48		-71		-5872		1.94427
2926		-114		-18		1.95061
2825		-34		-50		1.95695
2923		-77		-5874		1.96326
-103		-106		-5623		1.96971
2635		-102		-5316		1.97591
2653		-22		-52		1.98256
2848		-12		-5555		1.98927
3123		-27		-5562		2.0016
2926		-5291		-15		2.01753
-117		-9		-5308		2.02403
-48		-5252		-5320		2.03038
-97		-24		-5111		2.0368
-90		-5539		-31		2.04322
2305		-5330		-5250		2.04972
2614		-5000		-59		2.07308
-29		-84		-5365		2.07944
-21		-79		-5351		2.0857
-126		-5047		-17		2.09225
-3		-23		-5585		2.09884
2562		-5117		-5033		2.11147
-98		-125		-5348		2.12727
-90		-4827		-80		2.13387
2830		-5063		-5065		2.1402
2571		-5050		-4993		2.14661
-115		-118		-14		2.15307
-2		-5073		-5		2.1597
-50		-68		-36		2.16597
-46		-5032		-25		2.17233
2843		-86		-36		2.1787
2843		-99		-5330		2.18511
-77		-5081		-5043		2.19142
2577		-66		-5021		2.1979
-65		-5089		-5112		2.20442
2388		-4546		-123		2.21088
2393		-4749		-83		2.21737
-104		-41		-5093		2.22387
2401		-61		-4834		2.22994
-82		-5312		-89		2.23628
3128		-116		-77		2.24275
2419		-43		-54		2.24919
-7		-5365		-51		2.2555
3147		-115		-33		2.26186
-89		-56		-127		2.26809
-49		-124		-30		2.27446
2914		-5521		-8		2.28106
-19		-27		-5570		2.2874
2327		-92		-5864		2.2966
2148		-5545		-5611		2.3029
2658		-46		-5561		2.3092
-57		-105		-25		2.31651
2568		-5771		-5783		2.32299
2928		-5569		-6111		2.32945
-36		-6		-95		2.33575
2661		-6098		-15		2.34239
-95		-5815		-63		2.34871
2372		-5877		-5781		2.35502
2393		-5531		-126		2.37086
2389		-8		-97		2.38664
2834		-6032		-105		2.39291
-103		-5835		-5848		2.39925
2169		-5854		-20		2.40579
-24		-6127		-118		2.4122
-45		-56		-114		2.43506
1818		-6102		-49		2.44139
2317		-5857		-5843		2.44763
-114		-60		-6087		2.45408
2341		-5820		-31		2.46063
2359		-5792		-5842		2.46683
-128		-48		-6280		2.47313
-75		-6100		-6143		2.47945
2665		-104		-6023		2.48594
-1		-81		-92		2.49219
2591		-84		-14		2.49872
-2		-92		-6080		2.50541
2938		-93		-2		2.51205
-127		-5830		-5838		2.51851
2369		-5834		-59		2.52511
2319		-5851		-5809		2.54061
-69		-5374		-102		2.55645
-41		-39		-79		2.56266
2847		-5818		-69		2.5691
3163		-79		-5869		2.57559
2917		-100		-19		2.58222
2648		-57		-112		2.58878
2359		-48		-5594		2.60803
2589		-5265		-5285		2.61429
2669		-5345		-43		2.62067
2394		-47		-24		2.62726
-8		-95		-5848		2.63446
-58		-5563		-5619		2.64057
2073		-113		-5779		2.64792
-50		-31		-6072		2.65411
2333		-6339		-124		2.6605
1623		-5786		-5832		2.68521
-77		-65		-6060		2.69169
1555		-5888		-5787		2.69803
-74		-36		-58		2.7046
1127		-117		-112		2.71096
1066		-64		-5565		2.73298
-103		-61		-5883		2.73933
845		-47		-5777		2.7458
769		-5		-5610		2.75232
609		-106		-5788		2.75901
544		-5545		-101		2.76575
-89		-84		-5626		2.77194
539		-5339		-5252		2.77816
576		-102		-5588		2.78467
55		-5268		-37		2.7911
319		-67		-58		2.79748
124		-5347		-76		2.80387
63		-5255		-5374		2.81038
282		-112		-59		2.81669
13		-2		-31		2.82326
-32		-55		-40		2.82994
-63		-5325		-110		2.83617
4		-5549		-27		2.84229
-103		-41		-5254		2.8486
-97		-83		-5361		2.85485
125		-5050		-5058		2.8613
122		-5332		-5261		2.86768
281		-5282		-119		2.87412
88		-63		-85		2.8805
308		-5323		-59		2.88699
296		-3		-5104		2.8936
-9		-96		-5549		2.92098
-106		-5305		-5319		2.92743
-73		-25		-5303		2.93385
-98		-56		-5514		2.94052
87		-52		-40		2.9469
279		-5563		-5596		2.95452
-54		-5264		-5290		2.9609
-27		-5		-15		2.96733
-107		-5257		-5342		2.97361
-11		-5001		-5094		2.97997
551		-5330		-101		2.98638
-84		-5777		-5767		2.99284
-121		-13		-5249		2.99935
-23		-54		-58		3.00578
-116		-13		-43		3.01194
-54		-5607		-5556		3.01826
341		-123		-42		3.02461
-50		-17		-29		3.03103
324		-120		-93		3.03743
-48		-5525		-46		3.04372
807		-5864		-5800		3.05015
-103		-101		-5315		3.05641
-69		-42		-55		3.06309
894		-114		-5258		3.06955
870		-88		-5324		3.09212
529		-5339		-44		3.09859
517		-5071		-5032		3.10478
769		-5105		-5053		3.11117
592		-5107		-5300		3.11776
-46		-105		-87		3.12419
881		-125		-126		3.13419
-49		-5058		-5100		3.14061
-13		-98		-5308		3.14701
807		-5362		-5259		3.15345
-49		-18		-69		3.1598
-49		-5608		-127		3.16611
-89		-5840		-5888		3.17262
861		-5506		-5523		3.17905
-123		-109		-5519		3.18946
