 X		Y		Z		Time[us]
-28		-2209		-43		3.15508e-309
-28		-70		-2011		0.00346946
-244		-70		-2011		0.00658187
-115		-26		-104		0.0100623
-115		-108		-114		0.0133948
-63		-108		-114		0.0165462
-17		-1472		-25		0.0196696
-17		-103		-1701		0.023058
-254		-103		-99		0.0265515
-23		-100		-27		0.0412704
-96		-1788		-1677		0.0444299
-31		-1680		-1757		0.0518028
-31		-1491		-119		0.0550453
-255		-1491		-119		0.0583777
-61		-117		-1783		0.0614111
-57		-1946		-1952		0.0668328
-32		-105		-119		0.0713784
-97		-27		-43		0.075616
-188		-1465		-1687		0.0964317
-64		-75		-1687		0.0995561
-64		-44		-31		0.102594
-38		-44		-64		0.1061
-75		-1990		-64		0.109584
-197		-104		-2198		0.112771
-197		-1983		-1984		0.11595
-21		-1983		-1728		0.119217
-246		-1786		-1727		0.122397
-246		-1706		-1680		0.125642
-60		-1706		-1680		0.128876
-48		-2300		-2231		0.139504
-51		-2300		-2231		0.152202
-8		-79		-2287		0.155588
-8		-2		-63		0.158877
-171		-2		-76		0.162181
-85		-68		-76		0.165343
-63		-1513		-48		0.168631
-63		-1513		-1450		0.171979
-30		-1522		-1706		0.17521
-201		-1691		-38		0.178613
-457		-2019		-53		0.182037
-45		-2019		-71		0.185405
-6		-124		-71		0.188672
-161		-1984		-1982		0.191991
-161		-1728		-1718		0.195079
-34		-1783		-1718		0.198171
-76		-1730		-38		0.201396
-76		-1730		-1684		0.204625
-81		-58		-1684		0.207914
-235		-1		-49		0.211157
-235		-1711		-16		0.214434
-191		-1711		-78		0.217794
-227		-41		-78		0.221114
-483		-2278		-11		0.224432
-15		-2278		-115		0.227732
-62		-117		-115		0.231072
-57		-28		-2024		0.234345
-57		-7		-2002		0.237584
-30		-7		-1746		0.240789
-24		-5		-69		0.244026
-24		-1483		-21		0.247444
-37		-1483		-2		0.250791
-193		-102		-2		0.254346
-74		-1969		-97		0.25774
-229		-28		-1758		0.269071
-42		-120		-21		0.281631
-42		-1518		-23		0.284886
-47		-1518		-26		0.288216
-235		-1723		-26		0.291439
-491		-34		-39		0.294638
-53		-34		-2214		0.297813
-97		-2267		-2214		0.301083
-57		-87		-27		0.304339
-57		-1769		-1713		0.307724
-6		-1769		-1969		0.31112
-93		-20		-60		0.314281
-93		-29		-1669		0.317477
-29		-29		-1413		0.320785
-187		-1444		-1		0.32404
-187		-104		-87		0.327405
-27		-81		-1946		0.349429
-163		-29		-1946		0.3527
-43		-76		-72		0.356024
-43		-32		-1680		0.359357
-232		-32		-1680		0.362522
-49		-1735		-1707		0.365875
-49		-44		-26		0.369349
-97		-44		-106		0.372597
-391		-2278		-106		0.376001
-222		-33		-2273		0.379232
-222		-33		-26		0.382473
-21		-49		-26		0.385878
-254		-1443		-49		0.398723
-254		-95		-1761		0.401888
-203		-95		-2017		0.405085
-125		-2019		-114		0.408376
-125		-2195		-78		0.411633
-425		-2195		-98		0.414944
-232		-2037		-98		0.418387
-10		-2		-50		0.421673
-10		-1792		-1758		0.424958
-199		-1792		-1758		0.428245
-15		-61		-1771		0.431451
-15		-34		-1708		0.434757
-236		-34		-22		0.438169
-95		-23		-22		0.441467
-404		-2202		-32		0.444692
-404		-2458		-46		0.448143
-453		-102		-46		0.451401
-44		-75		-73		0.454569
-44		-33		-16		0.4578
-38		-1493		-1510		0.461315
-43		-1493		-1475		0.470956
-230		-1529		-1475		0.474163
-18		-1735		-1699		0.477555
-18		-1991		-1982		0.480832
-18		-2010		-2238		0.484085
-82		-2265		-2303		0.487434
-82		-1973		-63		0.490885
-234		-1973		-1782		0.494135
-226		-1721		-1782		0.497472
-47		-1743		-1790		0.500739
-47		-1487		-61		0.503968
-90		-1521		-61		0.507172
-220		-11		-1781		0.510385
-220		-36		-3		0.513687
-250		-36		-3		0.516945
-61		-2202		-79		0.520334
-61		-2288		-17		0.523607
-79		-2288		-1928		0.526836
-59		-1931		-1928		0.530046
-59		-1786		-117		0.53322
-45		-1786		-18		0.536333
-35		-1713		-18		0.539552
-53		-117		-1510		0.542833
-53		-117		-43		0.546148
-9		-81		-1973		0.569304
-44		-20		-1973		0.572837
-44		-1753		-1686		0.576292
-44		-25		-1710		0.579654
-111		-25		-1710		0.58281
-56		-92		-51		0.586041
-56		-1922		-1928		0.58938
-16		-1922		-27		0.592719
-432		-2303		-27		0.596028
-93		-2297		-86		0.599286
-93		-2041		-7		0.602584
-239		-1923		-7		0.605748
-120		-83		-1996		0.608998
-120		-119		-42		0.612258
-75		-119		-42		0.615596
-79		-1446		-35		0.618813
-115		-104		-2196		0.637802
-33		-57		-65		0.641152
-33		-57		-1998		0.644528
-97		-41		-1998		0.647902
-98		-99		-1711		0.651224
-98		-1519		-1478		0.65451
-92		-1519		-1990		0.657725
-405		-32		-82		0.660896
-149		-121		-59		0.664298
-256		-121		-63		0.667659
-88		-41		-63		0.671041
-223		-2275		-86		0.674459
-223		-1981		-2036		0.67767
-105		-1981		-2036		0.681047
-16		-1695		-1743		0.68438
-103		-1766		-1743		0.690038
20		-116		-38		0.693229
20		-50		-1925		0.696462
-58		-50		-2181		0.699653
103		-109		-2248		0.702894
