 X		Y		Z		Time[us]
-110		7496		-6098		-3.75371e-44
-6635		7474		-5874		0.00614069
-25		7469		-89		0.0125304
-6653		7539		-69		0.018943
-94		7533		-6020		0.0253497
-90		7288		-94		0.0344662
-6634		7523		-104		0.0516224
-6624		-126		-119		0.05818
-125		-16		-114		0.0649357
-6656		7448		-6094		0.0732123
-53		7448		-5869		0.0893154
-48		7539		-1		0.0955401
-6631		-29		-5		0.102046
-6586		-58		-4		0.112144
-6614		-71		-5888		0.118625
-6616		7238		-110		0.125067
-118		7520		-6026		0.131389
-111		7548		-6141		0.137737
-100		7513		-3		0.144175
-6611		7518		-5870		0.150671
-6654		-123		-5872		0.15717
-16		-91		-6026		0.163672
-124		7456		-117		0.1702
-6535		-31		-113		0.176316
-99		7248		-106		0.182557
-6642		-119		-108		0.189191
-6614		7551		-6138		0.195665
-6606		7487		-6132		0.202069
-6620		-118		-5		0.208594
-25		7461		-5882		0.215211
-27		-50		-8		0.222124
-18		7451		-23		0.228544
-19		-106		-119		0.235082
-6636		-128		-6031		0.241645
-101		7511		-6033		0.248143
-119		7498		-5858		0.254278
-9		7551		-5885		0.26061
-6649		7538		-120		0.267046
-104		-37		-120		0.273331
-104		-9		-105		0.279623
-67		7292		-63		0.286192
-6573		7285		-76		0.292543
-6640		-98		-95		0.299035
-6619		7524		-6130		0.305525
-6620		7427		-5		0.311831
-6628		7424		-5766		0.317966
-6632		-128		-116		0.324395
-103		7472		-118		0.330874
-89		7449		-6134		0.337326
-6551		-101		-5887		0.343714
-2		7493		-5877		0.349986
-12		-122		-100		0.356285
-6635		7510		-62		0.362844
-97		-73		-5888		0.369671
-6638		-93		-10		0.380174
-6620		-25		-123		0.386461
-106		7230		-6022		0.392945
-24		-25		-125		0.39938
-106		7520		-6123		0.405799
-6641		7502		-5872		0.412171
-6633		7496		-5863		0.418671
-14		7472		-68		0.425039
-6642		7504		-95		0.431792
-6592		-81		-5885		0.438772
-6606		-61		-5872		0.462401
-6569		-118		-126		0.469035
-74		7251		-105		0.47557
-108		7538		-6023		0.482092
-70		7531		-78		0.488611
-6624		7278		-87		0.49904
-6611		-61		-78		0.505507
-6613		7474		-6137		0.511932
-6583		7512		-3		0.518546
-6577		-68		-5873		0.52487
-6627		-18		-5774		0.531142
-122		7262		-110		0.537472
-96		-117		-6040		0.543963
-94		-44		-107		0.550741
-113		-99		-109		0.561411
-122		7285		-102		0.567981
-6616		-46		-102		0.574427
-6593		7531		-82		0.581109
-6623		7504		-6121		0.587562
-6606		-30		-23		0.593851
-6598		-99		-5880		0.600178
-6620		-1		-128		0.60656
-126		7242		-99		0.613119
-6624		7276		-98		0.619438
-6638		7543		-80		0.643061
-6633		7504		-6102		0.649358
-6638		-49		-5862		0.655731
-6597		-50		-5886		0.662291
-6611		7551		-92		0.669058
-88		-75		-98		0.679126
-63		7433		-125		0.685536
-115		7294		-67		0.691832
-6618		7272		-89		0.698329
-6571		7488		-80		0.704666
-6606		-27		-1		0.711018
-6584		-15		-15		0.717371
-6608		-55		-12		0.72401
-6595		-70		-115		0.730544
-6632		7263		-98		0.750877
-66		7450		-88		0.757373
-48		-50		-6121		0.763713
-6639		-120		-5872		0.770097
-6611		7457		-5865		0.776447
-8		7495		-78		0.782985
-65		-112		-84		0.789388
-88		7425		-81		0.795524
-99		-123		-80		0.801926
-6647		-123		-81		0.80834
-6583		7538		-93		0.814761
-6631		-94		-6114		0.821083
-6594		7281		-5873		0.827507
-6549		-108		-107		0.833938
-6541		-9		-6019		0.840342
-105		7198		-128		0.846794
-6644		-91		-5870		0.853277
-6593		7230		-6024		0.861017
-6582		7281		-72		0.867354
-6624		-77		-99		0.890562
-6618		7457		-6132		0.8971
-6608		-113		-5884		0.903313
-6571		-82		-5880		0.909725
-6634		7281		-120		0.916262
-6605		7517		-117		0.922971
-88		7427		-6119		0.949198
-6616		7439		-5843		0.955656
-6621		7471		-5873		0.962147
-6636		7472		-91		0.968652
-117		7507		-119		0.97769
-111		7534		-120		0.983994
-95		7491		-6091		0.990452
-6629		7459		-6		0.996996
-6610		7508		-5878		1.00329
-6654		-59		-98		1.00964
-70		7288		-94		1.01597
-103		-45		-103		1.02243
