 X		Y		Z		Time[us]
-125		7261		-5780		-4.06024e-44
-121		7247		-37		0.00617695
-11		7172		-53		0.0126409
-16		-43		-47		0.0190499
-115		7507		-5798		0.0253938
-123		-45		-5783		0.0343497
-6563		-49		-5762		0.0524946
-6293		-38		-5794		0.0589545
-3		-49		-27		0.0654975
-76		-57		-18		0.0739204
-111		7225		-30		0.0815594
-111		-35		-44		0.0958543
-6579		-25		-39		0.102284
-6638		7272		-3		0.113748
-6636		7227		-1		0.120572
-2		7239		-14		0.127012
-20		7172		-27		0.13355
-6551		7453		-43		0.139797
-6536		-1		-6061		0.146301
-6556		7541		-5800		0.152656
-6539		7285		-5803		0.159066
-6547		-113		-62		0.165495
-12		-39		-55		0.17203
-26		7431		-6035		0.178149
-32		-1		-6058		0.184475
-6570		-6		-5811		0.191008
-6549		-49		-1		0.197312
-6		7261		-20		0.203744
-7		7267		-7		0.210196
-6377		7239		-5881		0.216646
-6535		-17		-5872		0.223088
-121		-31		-5878		0.229539
-112		-31		-5769		0.236049
-89		7515		-5778		0.242549
-105		7248		-5777		0.248737
-82		-93		-21		0.255254
-6639		-26		-22		0.261627
-6		-65		-37		0.268162
-6360		-109		-6033		0.274631
-6295		-53		-5772		0.281098
-6567		-25		-6		0.287448
-6539		7252		-5878		0.293781
-6648		7232		-5881		0.300284
-6379		7248		-6144		0.306594
-125		7176		-9		0.313144
-6392		-25		-6032		0.319599
-6273		-50		-5778		0.343525
-6542		-48		-5761		0.350078
-6548		7242		-5884		0.35631
-6629		7240		-13		0.362703
-4		7222		-7		0.369208
-2		7198		-5877		0.3756
-6656		-26		-41		0.400173
-6397		-26		-6020		0.406602
-6383		-95		-5782		0.412957
-6549		-46		-5775		0.419314
-6552		-41		-6019		0.426191
-6570		-58		-5772		0.440597
-6558		-44		-5775		0.446943
-115		7232		-23		0.45335
-2		7258		-19		0.459787
-6		7251		-10		0.466096
-6389		-9		-23		0.472526
-6537		7452		-9		0.479019
-6540		7467		-5807		0.485448
-106		7227		-5821		0.491884
-117		7240		-57		0.497949
-100		-29		-20		0.504359
-6652		-21		-41		0.51092
-31		-24		-6036		0.517278
-6546		7448		-5814		0.523681
-6577		-31		-121		0.530059
-6562		7217		-11		0.536448
-6		7276		-17		0.542862
-11		7267		-6		0.549397
-10		7211		-5873		0.556114
-6536		-12		-6		0.562463
-6535		7447		-5881		0.568828
-107		7520		-5775		0.575149
-120		7253		-5801		0.581487
-116		7256		-38		0.587926
-4		-26		-18		0.594298
-1		-7		-49		0.600716
-15		7424		-6059		0.607111
-6321		-40		-5793		0.613661
-118		7261		-57		0.620222
-6546		-2		-45		0.642938
-9		-13		-62		0.649434
-6391		-51		-6063		0.655695
-6298		-66		-5787		0.662095
-6578		-6		-5811		0.668573
-37		7433		-5798		0.674938
-6573		-40		-5799		0.68239
-6573		7289		-40		0.688664
-27		7287		-28		0.694971
-6390		7263		-6141		0.701433
-6398		7208		-19		0.707883
-6540		7452		-7		0.714439
-123		7227		-6048		0.720709
-6532		7284		-5816		0.727035
-6540		7239		-5814		0.733504
-18		7546		-5798		0.739995
-111		7261		-5800		0.761467
-6552		7272		-50		0.767942
-31		-13		-32		0.774353
-8		-9		-48		0.780555
-8		-15		-6034		0.787109
-15		-15		-6056		0.793739
-6578		7437		-5810		0.800339
-6569		7276		-16		0.806523
-30		7272		-25		0.812765
-8		7265		-10		0.81916
-12		7196		-3		0.825567
-6277		7453		-27		0.832125
-6537		7443		-31		0.838845
-6531		7542		-6063		0.845132
-6539		7262		-5813		0.851531
-6536		7251		-5806		0.858077
-111		-56		-34		0.864579
-20		-14		-6057		0.870642
-14		-10		-6056		0.876942
