 X		Y		Z		Time[us]
-6552		-29		-5779		-3.46469e-44
-6535		-63		-20		0.00625993
-1		7236		-5884		0.0126209
-14		7252		-4		0.0189478
-19		-16		-5787		0.0252767
-6562		-40		-25		0.0343606
-29		-23		-6032		0.0423905
-31		7427		-45		0.0487555
-5		-44		-37		0.0563174
-8		-34		-6071		0.0627343
-3		-50		-40		0.0692142
-4		-51		-6049		0.0836141
-6287		-35		-2		0.089933
-6399		7233		-13		0.101472
-118		7187		-9		0.115051
-118		-22		-5866		0.121482
-113		7499		-6042		0.127929
-92		7225		-5772		0.134403
-109		7246		-5784		0.140864
-112		-30		-56		0.147366
-104		7234		-32		0.15402
-6538		-29		-43		0.160908
-6396		-68		-39		0.167325
-6393		-40		-5777		0.173555
-6543		-14		-5784		0.179876
-6559		-31		-10		0.186302
-6560		7238		-17		0.192813
-4		7252		-8		0.199299
-6396		7270		-9		0.205654
-6561		7478		-28		0.211953
-6554		7475		-30		0.218343
-6529		-7		-5786		0.225012
-127		7281		-5796		0.231356
-111		7228		-50		0.237525
-9		-26		-45		0.243816
-21		-9		-30		0.250254
-6374		-46		-6034		0.256659
-6538		-61		-5794		0.263108
-6575		-15		-5795		0.269711
-6566		-43		-27		0.276335
-6633		7225		-7		0.282641
-5		7256		-15		0.289096
-3		7186		-29		0.295505
-6554		7434		-35		0.302015
-6530		7542		-6052		0.308114
-6532		7248		-5793		0.314379
-6536		7236		-35		0.320739
-127		-6		-41		0.327238
-9		-29		-49		0.333746
-2		-35		-41		0.340417
-6396		-15		-6028		0.346663
-6275		-50		-5769		0.353155
-127		-82		-5		0.359574
-6652		7218		-5876		0.365975
-6371		7238		-5873		0.372237
-6396		-16		-6141		0.378494
-99		7428		-5887		0.385018
-120		-1		-6039		0.39132
-106		7209		-5771		0.397713
-112		7232		-5771		0.404148
-104		-29		-27		0.410467
-12		-43		-52		0.41689
-24		-9		-6051		0.423323
-6552		-12		-5775		0.42977
-6548		-61		-5879		0.435914
-6547		7225		-29		0.442185
-6656		7277		-43		0.448608
-15		7260		-18		0.455035
-6387		7169		-5883		0.46137
-6556		7427		-22		0.46791
-6535		7445		-6060		0.474414
-6545		7515		-5808		0.48092
-6533		7510		-5810		0.487477
-6538		7266		-64		0.494086
-24		7475		-63		0.500196
-21		-12		-6044		0.506411
-23		-37		-5783		0.512792
-6286		7424		-5785		0.519214
-6578		-19		-16		0.525623
-13		7278		-14		0.532099
-13		7256		-9		0.538424
-6552		7195		-19		0.544657
-121		7461		-28		0.551055
-6550		7458		-6055		0.557521
-6544		7445		-6062		0.56892
-6552		7530		-6063		0.584794
-6548		7285		-5817		0.591461
-6535		-127		-52		0.597779
-58		7190		-47		0.603992
-38		-3		-52		0.610503
-38		-16		-6065		0.617111
-119		7247		-5781		0.639902
-6556		7283		-68		0.64639
-30		-11		-68		0.652717
-19		-22		-37		0.659097
-11		-16		-55		0.665704
-11		-21		-6030		0.672394
-6571		-23		-5799		0.678724
-6541		7271		-13		0.684786
-6645		7254		-11		0.69124
-14		7262		-5		0.697506
-6531		7202		-7		0.703836
-112		7427		-11		0.710243
-106		7505		-5783		0.716649
-128		7260		-5800		0.722971
-6535		7230		-28		0.729454
-127		-19		-39		0.735883
-19		-22		-39		0.742299
-22		-52		-5816		0.748536
-6553		-17		-5778		0.7549
-6544		-30		-13		0.761301
-6545		7236		-5883		0.767643
-16		7236		-5		0.774097
-1		7257		-19		0.780567
-6535		7473		-35		0.78698
-6558		7440		-9		0.793332
-6554		7270		-6041		0.799783
-6534		7245		-5803		0.806156
-124		-20		-46		0.812219
-26		-33		-45		0.818577
-36		-43		-6068		0.824915
-25		-10		-5804		0.831477
-6590		-12		-5805		0.837918
-6596		-119		-58		0.84421
-25		-116		-41		0.850556
-31		-108		-53		0.856993
-33		7214		-46		0.863465
