 X		Y		Z		Time[us]
256		115		115		1.59202e-309
-96		108		69		0.0064809
-12		80		85		0.0122748
-72		119		110		0.0270906
-92		126		113		0.0300955
-53		119		101		0.0332815
268		85		124		0.0366214
-38		-127		104		0.0397834
-73		101		106		0.0432473
-125		87		-127		0.0466143
-82		64		111		0.0499722
-32		52		-113		0.064644
-28		14		-105		0.0680439
264		39		-120		0.0714549
288		52		111		0.0746788
-5		55		124		0.0779298
-24		44		-102		0.0811757
-79		70		-101		0.0845527
-64		49		-113		0.0878396
-65		67		-122		0.0908606
-66		95		-101		0.104623
-74		99		-109		0.107895
-63		101		-84		0.111017
-62		57		-83		0.114341
-54		74		-86		0.117573
-62		94		-70		0.120815
-106		22		-60		0.124136
-43		55		-51		0.136884
-78		38		-68		0.140231
-94		35		-48		0.143443
-67		46		-44		0.14673
-53		17		-49		0.149971
-76		46		-24		0.153169
-56		66		-27		0.156401
-32		79		-47		0.159671
-78		113		-34		0.162944
-78		110		-41		0.166308
97		86		-47		0.169673
-82		91		-29		0.1729
-109		92		-46		0.176259
-73		91		-56		0.179653
-77		104		-58		0.183051
-118		91		-56		0.18656
-120		91		-76		0.189699
-67		100		-66		0.19283
-42		88		-39		0.19603
-55		88		-53		0.199241
-38		93		-25		0.202519
-34		80		-23		0.20571
-108		95		-9		0.208957
-93		66		-43		0.212231
-64		65		-16		0.215555
-81		59		259		0.218955
114		62		-3		0.222217
-93		65		-34		0.225542
-67		50		-24		0.228871
-51		77		-51		0.232024
-49		51		-38		0.235367
-100		92		274		0.23859
-121		110		7		0.241894
-49		83		256		0.245346
-99		111		271		0.248611
106		105		-17		0.25189
-92		-112		265		0.263984
-99		-120		-1		0.276432
118		-103		299		0.279732
-101		-125		281		0.283017
121		-87		304		0.286286
97		-80		301		0.289502
-118		-62		312		0.292763
-68		-75		299		0.296097
108		-100		301		0.299386
-104		119		302		0.302652
-54		-93		303		0.305792
127		-97		292		0.308952
115		-111		294		0.312156
112		-117		-2		0.315356
-99		-77		326		0.318626
-77		114		328		0.32468
-71		-88		331		0.327816
-122		-69		333		0.33111
104		-117		331		0.334322
-120		-101		317		0.33753
109		-115		321		0.340762
117		122		340		0.344119
96		-37		334		0.347612
111		-69		346		0.350918
112		-60		353		0.354122
86		-68		359		0.357472
92		-63		365		0.360746
-126		-24		366		0.364085
-118		-49		381		0.367413
-112		-2		-119		0.370736
117		309		-123		0.374074
113		295		365		0.377402
-74		259		-95		0.380619
120		-71		-106		0.383973
-119		-88		-98		0.387341
99		-83		-64		0.390572
-102		-85		-50		0.415348
103		-70		-50		0.418799
-70		-57		-84		0.422048
-80		-98		-78		0.425421
-110		-120		-35		0.428801
-117		-80		-44		0.431986
119		-38		-39		0.435308
81		-73		-38		0.438456
66		-33		-7		0.441583
113		267		-27		0.444848
119		-35		-22		0.448149
109		-11		-22		0.451446
107		-51		528		0.473328
87		-3		543		0.476677
75		-30		519		0.479924
19		-61		542		0.48322
97		-41		555		0.486428
95		-31		602		0.48969
-114		-55		572		0.493094
113		-32		592		0.49644
-122		-55		591		0.499839
-103		-30		599		0.503183
-103		-52		620		0.506548
81		-51		618		0.50979
127		-6		-124		0.53328
97		-5		-88		0.53656
76		-21		-95		0.539855
92		-20		-105		0.543116
-77		-11		-109		0.546481
-95		-15		-88		0.54993
-98		-37		-92		0.553135
-92		-52		-93		0.556374
108		-58		-65		0.559617
-72		-74		-49		0.563008
-55		-47		-56		0.573555
-61		-45		-19		0.576748
-77		-110		-39		0.57993
-45		103		-37		0.583198
273		121		-30		0.586406
-51		-118		-23		0.589713
-5		-55		-22		0.592966
-55		-96		-7		0.596304
-69		-101		785		0.599535
-91		-113		772		0.602885
281		-79		777		0.606107
42		-67		815		0.609335
-95		-45		809		0.612864
-94		-127		803		0.616245
-61		-123		785		0.619697
268		-102		808		0.622922
-29		-124		862		0.626219
-70		-122		843		0.633863
-57		101		822		0.637408
-24		123		864		0.640679
-11		-87		857		0.644027
-48		-80		841		0.647289
-102		-108		885		0.650559
120		60		859		0.653782
-72		41		890		0.657114
273		65		892		0.665143
304		88		-124		0.668463
256		50		-112		0.671648
264		63		894		0.674863
291		84		-114		0.678042
19		108		-120		0.681142
-55		52		-89		0.684453
-64		34		-88		0.687783
-23		-14		-80		0.691022
323		4		-44		0.706225
345		-12		-58		0.709487
361		34		-48		0.712824
282		63		-26		0.716023
-17		18		-42		0.71938
-25		-41		-48		0.722906
290		-81		-49		0.726179
364		-82		-10		0.729509
371		-84		-5		0.732725
380		-80		1049		0.735946
346		-120		1051		0.739292
363		-116		1057		0.742594
-111		-41		1064		0.746194
375		-15		1069		0.749367
283		-53		1090		0.75289
304		-67		1094		0.756155
-6		-91		1101		0.759429
330		-94		1084		0.762742
-70		-79		1067		0.767598
-100		-69		1106		0.77075
-125		-74		1093		0.773916
-98		-51		1133		0.777137
-99		-11		1121		0.78052
362		-240		1129		0.78375
331		-8		-98		0.80268
337		-43		1150		0.806101
304		-60		-117		0.809637
269		-35		-106		0.812903
-10		89		-59		0.81619
-105		67		-75		0.819464
