 X		Y		Z		Time[us]
1074		-82		16432		-3.77998e-44
-56		603		-64		0.00611699
1111		-25		-126		0.012456
-7		566		16656		0.018793
-106		-120		17249		0.0251309
-104		-93		-20		0.0344689
1384		778		-64		0.0501449
-128		-74		-48		0.0566019
1032		608		16427		0.0639639
-21		819		17487		0.0699288
784		-75		-118		0.0781218
1056		602		-40		0.0929028
-8		527		-111		0.0993018
-67		770		-77		0.111231
1304		874		-113		0.117528
1054		878		-32		0.123868
-15		291		-119		0.130228
1068		-45		-52		0.136623
1050		847		-70		0.143127
1080		-4		16464		0.149416
1312		-92		-16		0.156169
-100		829		-19		0.162669
1371		-115		17023		0.169055
-79		-91		16146		0.175199
1078		872		16151		0.181627
-99		-111		-91		0.188097
-112		783		16653		0.19441
1564		-50		16206		0.200758
1059		-120		16968		0.207137
-49		811		-35		0.213591
-104		787		-100		0.220004
1288		-68		-100		0.226506
1079		526		-28		0.2331
1119		-69		-1		0.239407
1151		619		-93		0.245569
1119		-37		16241		0.251961
872		849		17021		0.258382
1303		792		-73		0.264932
-21		-4		-128		0.271416
1283		554		-77		0.277852
858		-18		17162		0.284247
826		1127		-120		0.290956
1107		824		16700		0.297516
-75		-65		15983		0.303736
-69		854		-45		0.309958
1088		867		-44		0.316362
1288		782		-104		0.322768
-3		1032		-75		0.329248
1307		-68		-86		0.335638
1074		-21		-3		0.341801
1071		566		-46		0.348257
1140		637		16483		0.354722
1627		317		-94		0.361417
-113		-30		16691		0.369888
1311		769		-19		0.37613
1331		863		-13		0.382584
-106		639		16983		0.389101
-104		587		-68		0.395446
1071		-88		16454		0.401989
1147		1027		-78		0.408212
-93		-54		16495		0.414573
-51		858		16920		0.421115
1138		611		16189		0.427512
1126		-100		-27		0.4337
-62		-104		-104		0.44794
-5		-66		-121		0.454191
1078		-113		-72		0.460609
1032		-8		17011		0.466936
-15		-59		-102		0.473306
844		844		16703		0.479614
-67		795		16683		0.486053
882		823		-101		0.492416
-96		1035		16732		0.49886
-105		-117		-80		0.505015
-76		-82		16144		0.511514
1140		799		16997		0.520115
-80		-70		-22		0.526353
1397		631		-96		0.532807
-48		-41		17421		0.539226
-120		843		-60		0.545633
-95		275		-13		0.552141
1046		-18		16767		0.558346
1871		875		-121		0.564699
1567		827		16683		0.571184
1311		-100		17204		0.57776
-118		-73		-84		0.587656
-111		866		-33		0.594007
548		-99		16455		0.600498
-91		517		-127		0.606843
1064		-115		-115		0.613231
-37		563		-24		0.619635
-109		636		16139		0.625798
1047		600		15397		0.632244
1302		524		15720		0.638956
1367		879		16640		0.645545
-117		773		16940		0.669817
1135		778		-85		0.676099
1382		770		16767		0.682274
-54		-114		17158		0.688809
1151		827		-33		0.69535
1322		832		-70		0.716492
1337		891		16955		0.722867
1379		538		16448		0.729404
-80		624		17684		0.735878
862		579		16396		0.742323
1109		551		-103		0.748935
1039		1068		-127		0.755467
-20		769		15875		0.761546
1111		631		16180		0.767803
-80		787		16983		0.774217
-29		-128		16217		0.780592
-128		835		-104		0.787093
1082		-32		-116		0.793546
-100		-21		16725		0.800013
892		369		-115		0.806471
1309		-5		-61		0.812862
-21		546		17155		0.819482
1114		1027		-54		0.825739
-9		-56		-86		0.831908
-73		-113		-57		0.838418
1115		-48		-110		0.844723
776		-30		-89		0.851152
-105		792		16385		0.857532
-117		-49		-60		0.864011
1296		783		16448		0.870368
-13		820		16445		0.877033
-128		603		-124		0.883666
-84		-118		-100		0.889783
1317		1030		-48		0.896076
-116		874		-8		0.902445
-97		-125		-15		0.909054
-81		776		16693		0.915524
2155		-113		-17		0.921787
-115		620		-20		0.928302
-67		863		-64		0.934724
2146		-42		-102		0.94125
2119		-52		16945		0.947787
1896		-26		-7		0.954007
2408		-125		16474		0.960104
2151		-47		-90		0.966426
2414		593		16913		0.972968
3127		800		16945		0.979429
-28		570		16748		0.985696
-25		611		-88		0.992299
2677		1060		-16		0.998602
-125		1039		-124		1.00544
2669		811		16478		1.01221
2629		866		-41		1.02364
2307		-13		15686		1.03004
-31		1138		-6		1.03641
3338		-84		17268		1.0428
-19		-41		-15		1.04918
-69		-128		-93		1.05574
3073		-102		-31		1.06199
-77		1142		15876		1.06854
-32		-9		16173		1.07497
-22		-89		-101		1.08139
-5		563		-69		1.08965
-72		-112		-44		1.09593
2570		822		16932		1.10235
-116		-61		15649		1.10883
-53		771		16980		1.11536
-94		-17		-120		1.12173
2604		-57		-9		1.12802
3180		858		-20		1.1343
2872		-68		-83		1.14103
-27		-108		16696		1.14752
-20		1043		16221		1.16924
-18		831		16708		1.17571
2922		-17		-48		1.18218
2661		-61		16931		1.18858
