 X		Y		Z		Time[us]
1066		1070		-113		-3.66613e-44
1149		1361		-120		0.00619042
1351		1143		-109		0.0126108
893		1098		-3		0.0188483
-57		-69		17184		0.0251507
-80		-97		16659		0.0341223
-28		1092		16476		0.0476642
1130		1313		16240		0.0540886
1142		1058		-33		0.0607741
-28		-78		-44		0.0670585
-112		1025		-22		0.0751611
1355		-122		17277		0.089692
-68		-11		15988		0.0960885
-85		1320		-36		0.115597
-47		1348		-41		0.122014
-9		-20		-36		0.128736
-124		1128		-97		0.135236
1128		1071		-61		0.141617
-125		1394		17180		0.148003
1026		1063		-115		0.15445
573		1031		-48		0.160882
1105		1035		16652		0.167097
-118		870		16442		0.173465
1119		-101		-77		0.179894
1325		1290		16464		0.18626
-27		-37		17220		0.192752
1052		-72		-83		0.199486
1345		1308		-53		0.20599
863		-11		15969		0.21242
1136		-36		16423		0.218669
1047		1360		-67		0.225321
1348		1110		-88		0.231882
-64		-31		-4		0.238364
-77		-25		16151		0.244594
1619		-29		16389		0.250911
-125		-25		15877		0.257336
-54		1315		16484		0.263726
1045		1115		17448		0.270089
-102		-122		16945		0.276663
-113		1126		-96		0.283098
-4		-108		16943		0.289569
829		-106		-8		0.296052
-125		-84		17272		0.30245
1082		-60		16440		0.308727
-54		-93		-8		0.31516
832		1356		16474		0.321485
1360		1374		-32		0.328099
-95		-121		16420		0.334422
-69		1293		-61		0.3407
1076		-108		-20		0.347136
1050		-35		16201		0.353381
778		-81		-14		0.359702
-53		875		16460		0.366198
-58		-58		16663		0.372818
-35		1046		17408		0.394963
-53		1293		17484		0.401585
1118		-113		-37		0.408093
-115		-31		-79		0.414358
804		-70		-45		0.420598
-45		1329		16439		0.427037
1114		-108		-35		0.433699
-9		-100		16765		0.45734
-35		1551		-77		0.463827
-10		-82		16695		0.47012
1025		-100		-124		0.476903
874		1115		16687		0.48342
1138		-11		17431		0.505258
1134		-121		-80		0.511634
1324		870		-80		0.518116
1058		-82		17171		0.524655
1078		1025		15922		0.531039
776		878		16155		0.537609
-58		-82		16945		0.544016
-37		-126		16983		0.550189
-77		-24		-125		0.556428
-35		1090		-53		0.562771
1345		-56		-113		0.569166
1060		1088		-19		0.575643
614		1297		16153		0.582175
1062		1336		16172		0.58875
1329		-28		16685		0.595196
1116		-125		17162		0.601581
-110		-116		16660		0.608359
1149		1078		17209		0.614576
-101		-88		-27		0.620825
-122		-116		-52		0.627189
1407		1381		15915		0.633539
-30		-68		-36		0.639901
1036		1087		17260		0.646396
1112		1148		17702		0.652775
-128		1051		-21		0.659109
849		1126		-60		0.665545
828		1134		-104		0.671991
-84		-105		16448		0.678136
-65		839		-96		0.684354
-88		-120		17200		0.690742
-27		1029		-52		0.697178
-63		1149		-63		0.703621
-56		-88		-101		0.709982
1094		1323		-93		0.716466
-126		1118		15712		0.722964
-1		-32		17174		0.729554
1070		-106		16735		0.736321
1056		-70		-55		0.742526
-6		-90		16210		0.748915
-116		1332		16461		0.755368
-68		-11		-120		0.761648
1111		-105		16205		0.768242
-91		791		-21		0.774748
-68		1067		17245		0.781037
1122		1299		17160		0.787421
-82		-70		-7		0.793974
-59		-91		16746		0.800501
-37		1051		15905		0.82581
1144		-42		16386		0.832275
832		1337		17263		0.838662
-125		858		17019		0.845043
1663		-8		-76		0.851698
-52		-78		17191		0.858226
-21		1293		-11		0.867685
-5		-105		15888		0.874134
1091		1293		-56		0.880454
-48		826		-74		0.887256
-26		-120		16423		0.893564
-5		1098		-87		0.899911
1571		1306		16498		0.906306
-1		1377		-117		0.912786
-89		1542		-100		0.91951
-86		-4		-22		0.92807
1352		-120		-3		0.934356
1567		-16		16754		0.940663
-58		-13		-5		0.947164
1402		-3		-53		0.953681
-21		1572		-54		0.960008
1284		835		15933		0.966179
-13		774		-103		0.972586
1315		800		-64		0.97915
1867		1343		-25		0.985668
2071		-28		-126		1.00901
-18		-43		16722		1.0154
-13		-74		-34		1.0216
2154		1104		16385		1.02801
1616		-33		16740		1.03448
-24		-72		-103		1.04464
-107		775		-67		1.05104
-20		-85		-113		1.0574
-89		1036		-7		1.06383
1814		1299		16144		1.07022
-77		1543		-100		1.07677
-69		1347		-78		1.08306
-49		-58		16454		1.08947
1810		1051		-104		1.09601
-43		-1		-12		1.1055
-26		-3		-67		1.11186
2079		-86		-81		1.11822
-22		-7		-52		1.12471
-25		630		17195		1.13111
-56		1096		16739		1.13736
1884		1335		16763		1.1436
-128		-97		15425		1.15013
-49		-105		-58		1.1568
1834		1360		-13		1.1733
1555		-58		16132		1.18905
1643		1394		-43		1.19554
-92		776		15668		1.20214
2055		-64		-32		1.20847
1802		-19		-20		1.21561
-72		1397		-124		1.22193
1899		1538		16647		1.22844
-102		1047		16683		1.23483
-108		-91		16957		1.24121
1802		811		-58		1.24754
-109		-78		-127		1.25383
-22		1355		16656		1.26041
1860		1344		-101		1.26701
-58		1098		16677		1.27357
1869		1071		16947		1.27977
-61		1063		-116		1.28636
2159		1543		17002		1.29259
2096		-102		16945		1.29898
-95		1090		16405		1.30532
2140		875		16642		1.31165
2099		1045		16180		1.31786
1626		-4		16444		1.32499
-5		1344		16716		1.33174
-54		-105		17012		1.35351
2092		-56		16499		1.35993
-42		1370		16148		1.36641
-102		1356		17195		1.37277
2140		-45		16754		1.37921
-44		-126		16643		1.3857
2171		-88		-72		1.39419
-111		1292		15884		1.40032
-84		-125		-65		1.40683
-85		1026		-6		1.41336
-36		1066		-3		1.41967
