 X		Y		Z		Time[us]
-97		-23		-59		3.24786e-309
-28		-3305		-3223		0.00627744
-1206		-57		-3532		0.0125539
-1268		-3269		-3300		0.0189244
-1528		-3225		-27		0.025302
-1535		-3279		-128		0.0342621
-1253		-87		-3478		0.0436947
-1412		-121		-111		0.0501664
-101		-63		-3470		0.0567022
-1491		-3238		-3263		0.0633452
-128		-2		-3464		0.0700311
-30		-123		-3582		0.0854409
-1417		-89		-12		0.0918935
-1514		-40		-34		0.11181
-1231		-96		-89		0.118304
-4		-87		-3499		0.124788
-1428		-15		-92		0.131222
-1459		-3321		-3324		0.137674
-86		-3583		-119		0.144203
-103		-3326		-108		0.150676
-6		-97		-3527		0.157035
-62		-15		-3241		0.163304
-1464		-2		-114		0.169527
-1513		-3232		-66		0.176157
-35		-3574		-3561		0.182575
-28		-3321		-3275		0.188911
-34		-127		-3501		0.195344
-16		-48		-36		0.201662
-1450		-3266		-3313		0.208039
-76		-3291		-44		0.214596
-1507		-44		-52		0.221404
-1247		-39		-3		0.227862
-74		-3318		-65		0.251981
-1446		-13		-3550		0.258391
-64		-94		-2		0.264804
-111		-16		-74		0.271035
-111		-77		-3278		0.277494
-1500		-3265		-60		0.283983
-1514		-3554		-3553		0.290328
-17		-24		-3278		0.316258
-103		-3254		-3299		0.322776
-21		-8		-79		0.329255
-104		-3296		-3295		0.335763
-95		-3239		-126		0.362324
-1497		-3310		-3301		0.368721
-1250		-3327		-3270		0.375193
-42		-99		-3496		0.381834
-104		-3314		-3264		0.392724
-20		-14		-3575		0.399268
-100		-22		-74		0.40561
-38		-3535		-57		0.412111
-1484		-57		-3566		0.418727
-1438		-3303		-109		0.425132
-29		-1		-3576		0.431645
-1508		-14		-39		0.438014
-78		-3280		-8		0.44444
-69		-4		-62		0.451173
-11		-3306		-3225		0.457402
-1434		-52		-3235		0.463585
-57		-3281		-81		0.469836
-1271		-3322		-3269		0.476268
-1210		-3314		-3498		0.482937
-1205		-110		-3583		0.489308
-119		-22		-121		0.495701
-1510		-3271		-3314		0.502115
-76		-3321		-3308		0.508554
-1416		-3294		-3256		0.515145
-73		-28		-3536		0.521756
-73		-104		-3478		0.527994
-1442		-81		-68		0.534196
-27		-3323		-3217		0.540499
-16		-32		-74		0.546836
-119		-116		-117		0.553147
-1175		-58		-3538		0.559543
-70		-96		-76		0.56574
-72		-3302		-99		0.572109
-13		-3231		-35		0.578703
-1497		-86		-73		0.5852
-1280		-47		-3515		0.594547
-30		-15		-90		0.60097
-63		-46		-3324		0.607348
-1703		-3245		-3209		0.613941
-1472		-28		-3		0.620242
-5		-3310		-105		0.626667
-1485		-125		-68		0.632984
-30		-3319		-3241		0.639459
-32		-3250		-3228		0.645983
-4		-67		-9		0.652676
-81		-107		-3523		0.674614
-27		-3232		-101		0.680998
-1668		-3319		-80		0.687425
-97		-38		-111		0.693854
-1464		-3259		-3		0.700253
-114		-88		-3460		0.707044
-1428		-107		-3520		0.713648
-1		-3323		-3221		0.719817
-126		-44		-63		0.726173
-1527		-67		-66		0.732619
-1276		-115		-43		0.739116
-44		-104		-94		0.745515
-46		-3250		-111		0.751998
-58		-117		-111		0.758445
-127		-3246		-62		0.764735
-1499		-36		-86		0.771266
-45		-82		-3532		0.778124
-1500		-93		-99		0.784413
-1509		-3289		-119		0.790506
-77		-3221		-75		0.796834
-117		-3307		-3298		0.803207
-114		-3262		-3321		0.809576
-1258		-94		-3547		0.815944
-67		-41		-2		0.822382
-19		-3230		-3240		0.828964
-38		-2		-3504		0.835972
-57		-95		-3577		0.842659
-18		-3480		-3516		0.848915
-96		-120		-3526		0.854987
-79		-23		-3538		0.861339
-20		-3294		-3202		0.867688
-71		-3279		-3244		0.874042
-1466		-79		-69		0.88041
-20		-112		-3571		0.886754
-97		-98		-120		0.893126
-127		-44		-3289		0.899663
-103		-104		-50		0.906425
-20		-63		-3472		0.912705
-1230		-3271		-55		0.918827
-39		-50		-63		0.925163
-103		-45		-37		0.931594
-79		-3310		-55		0.937954
-98		-3284		-3318		0.944443
-23		-8		-3523		0.950766
-1209		-3480		-14		0.957099
-100		-101		-3533		0.963514
-25		-3328		-3224		0.970071
-1445		-116		-97		0.980571
-1530		-11		-103		0.986924
-70		-3314		-9		0.993313
-1167		-3470		-7		0.999712
-1531		-125		-121		1.00607
-109		-3319		-3262		1.01252
-14		-12		-70		1.01874
-82		-106		-49		1.02529
-1254		-20		-3462		1.03174
-1248		-57		-3258		1.03819
-1480		-20		-4		1.06325
-9		-3320		-3270		1.06964
-117		-108		-101		1.07591
-1759		-3285		-34		1.08243
-1668		-3246		-99		1.08929
-104		-3497		-3523		1.11129
-59		-4		-3584		1.11771
-10		-3260		-3290		1.1242
-1958		-128		-3528		1.13049
-1499		-3285		-24		1.13685
-1410		-3582		-3566		1.14354
-1450		-60		-95		1.15011
-1465		-3324		-26		1.15625
-76		-3526		-3528		1.16271
-1447		-71		-24		1.16906
-67		-1		-36		1.17545
-1206		-3481		-14		1.18178
-1241		-3301		-3272		1.18833
-105		-3285		-14		1.19481
-42		-3301		-119		1.2016
-1415		-3310		-3302		1.2083
-1245		-32		-16		1.21459
-59		-63		-55		1.22067
-82		-27		-3490		1.22707
-1480		-3294		-112		1.2335
-86		-2		-3494		1.2398
-16		-3221		-1		1.24641
-69		-3265		-102		1.25279
-19		-3259		-3217		1.2593
-98		-39		-3506		1.26576
-1420		-3254		-3288		1.27224
-1527		-3278		-3230		1.27842
-65		-41		-53		1.28454
-1275		-71		-98		1.29091
-62		-125		-118		1.29743
-1524		-60		-3517		1.304
-109		-5		-3497		1.31035
-1714		-97		-94		1.31661
-1248		-4		-3479		1.32298
-107		-3471		-22		1.32951
-125		-33		-3554		1.33642
-1426		-3319		-3215		1.34261
-100		-3285		-3540		1.34912
-1193		-31		-53		1.35538
-1178		-100		-30		1.36174
-84		-21		-27		1.36813
-1492		-34		-49		1.37452
-110		-3258		-3258		1.38087
-111		-56		-3213		1.38714
-100		-6		-21		1.39372
-29		-120		-62		1.40038
-89		-88		-2		1.41116
-64		-117		-3286		1.4177
-1536		-30		-28		1.42403
-1266		-21		-3283		1.43034
-1203		-111		-3564		1.4367
-1195		-89		-52		1.44296
-23		-3316		-3496		1.44932
-1163		-43		-42		1.45586
-1003		-24		-3485		1.46241
-7		-30		-3510		1.49009
-1495		-3316		-114		1.49648
-929		-3269		-4		1.50336
-125		-125		-3581		1.50957
-1007		-3325		-3291		1.51603
-1246		-3236		-60		1.52404
-120		-112		-27		1.53073
-122		-43		-15		1.53709
-91		-3483		-104		1.54338
-1413		-3315		-3280		1.54992
-1957		-3320		-3245		1.55622
-2007		-3328		-13		1.5627
-1998		-19		-3528		1.56937
-1761		-10		-3527		1.57624
-1535		-3285		-3221		1.58247
-85		-3287		-3275		1.58878
-1986		-19		-3547		1.59503
-2018		-69		-58		1.6014
-19		-3516		-3515		1.60784
-121		-71		-46		1.61416
-116		-40		-3459		1.62048
-72		-112		-106		1.62691
-1696		-125		-3278		1.63364
-85		-50		-120		1.64034
-1497		-104		-102		1.64664
-1208		-3291		-3292		1.65289
-30		-15		-27		1.65933
-1458		-23		-90		1.66584
-75		-111		-3224		1.67233
-12		-3258		-80		1.67879
-943		-3325		-94		1.68513
-84		-4		-121		1.69161
-759		-3473		-3484		1.69824
-62		-49		-3477		1.70456
-49		-3324		-3543		1.71082
-1483		-95		-47		1.71811
-1203		-81		-3551		1.72454
-73		-3493		-3558		1.73362
-18		-53		-3498		1.73994
-106		-96		-3578		1.74626
-1416		-3494		-3533		1.75269
-67		-3517		-3573		1.75909
-1024		-104		-33		1.76542
-1270		-96		-7		1.77179
-58		-84		-114		1.77839
-17		-70		-3574		1.78503
-1486		-3553		-3504		1.80838
-1483		-20		-3467		1.81481
-112		-3318		-3253		1.82129
-1700		-70		-3563		1.82764
-1422		-74		-3499		1.83416
-1529		-78		-3495		1.84057
-101		-3247		-61		1.85152
-93		-60		-116		1.85821
-1700		-3202		-36		1.8646
-1500		-74		-94		1.87102
-97		-3224		-3209		1.8774
-69		-3215		-125		1.88368
-1425		-3279		-72		1.89005
-1525		-3285		-75		1.89657
-1275		-33		-3203		1.91822
-1461		-3252		-103		1.92466
-1442		-105		-3295		1.93109
-33		-3566		-3526		1.93753
-1020		-12		-3535		1.94399
-24		-128		-112		1.95059
-43		-3317		-1		1.95709
-1229		-3283		-3233		1.96357
-1234		-3267		-55		1.96969
-1241		-116		-27		1.97612
-55		-3519		-3494		1.98244
-79		-3531		-3581		1.9887
-127		-50		-126		1.99528
-35		-98		-48		2.00174
-1489		-76		-3517		2.00811
-10		-3		-93		2.01452
-1269		-81		-97		2.02117
-54		-81		-3533		2.02735
-1433		-3309		-3310		2.03367
-101		-3239		-19		2.04003
-68		-3260		-5		2.04643
-5		-28		-7		2.05268
-89		-3225		-3226		2.05908
-52		-11		-90		2.06565
-77		-3300		-113		2.07218
-1750		-3249		-120		2.07858
-1753		-2		-97		2.08487
-84		-73		-85		2.09104
-69		-120		-111		2.09742
-16		-3257		-97		2.10385
-58		-3312		-3212		2.11017
-1727		-3286		-80		2.11657
-12		-3328		-3221		2.12301
-44		-123		-3568		2.12931
-32		-3476		-3466		2.13594
-10		-105		-3513		2.14273
-1192		-3458		-20		2.16872
-1209		-72		-99		2.17512
-63		-36		-3492		2.18152
-4		-25		-3507		2.18816
-84		-3303		-3233		2.19459
-52		-3317		-65		2.21973
-47		-65		-75		2.22618
-1410		-3535		-69		2.23265
-1227		-116		-77		2.23933
-95		-115		-3207		2.24859
-89		-3474		-3465		2.25541
-2045		-3320		-31		2.26193
-45		-61		-3303		2.26832
-73		-14		-3547		2.27472
-11		-3312		-3559		2.28109
-1696		-3275		-3221		2.28754
-69		-67		-48		2.29393
-1742		-3217		-5		2.30032
-96		-3283		-3223		2.30668
-1476		-26		-98		2.31293
-1460		-3248		-3324		2.31944
-95		-22		-108		2.3258
-112		-102		-40		2.33228
-31		-3262		-108		2.34794
-51		-3237		-3214		2.35492
-1531		-3288		-3234		2.36128
-19		-22		-41		2.36774
-1701		-3223		-28		2.37396
-72		-58		-16		2.38046
-42		-3571		-49		2.38695
-45		-39		-3516		2.39515
-94		-69		-3314		2.40153
-1420		-3288		-3321		2.40787
-59		-79		-3467		2.41463
-83		-74		-3482		2.42098
-1185		-3561		-3556		2.42734
-1280		-3490		-88		2.43369
-118		-96		-111		2.44013
