 X		Y		Z		Time[us]
-58		-707		-114		3.24786e-309
-928		-76		-663		0.00690329
-768		-70		-698		0.0141345
-683		-708		-42		0.020198
-16		-739		-670		0.0341316
-1016		-663		-24		0.0399741
-27		-122		-91		0.0465505
-685		-86		-657		0.0528319
-696		-746		-6		0.0596262
-955		-734		-28		0.0755823
-978		-101		-717		0.0814728
-98		-411		-108		0.0879342
-979		-60		-645		0.0943027
-971		-748		-706		0.107033
-943		-127		-6		0.113781
-124		-87		-48		0.120055
-115		-499		-125		0.135016
-749		-758		-23		0.14081
-919		-28		-21		0.146988
-114		-655		-6		0.153216
-119		-90		-691		0.166683
-40		-685		-685		0.172623
-76		-654		-753		0.17893
-58		-751		-699		0.185164
-86		-439		-395		0.197332
-38		-112		-659		0.213011
-959		-706		-701		0.225887
-671		-98		-768		0.232183
-651		-103		-85		0.23866
-61		-114		-752		0.24517
-52		-705		-75		0.251817
-930		-92		-765		0.258339
-16		-652		-698		0.264619
-703		-488		-23		0.27113
-494		-732		-57		0.277464
-127		-22		-679		0.28381
-695		-672		-715		0.290144
-925		-27		-652		0.296741
-748		-706		-21		0.303075
-45		-512		-6		0.309601
-69		-738		-650		0.316115
-63		-677		-692		0.322421
-957		-1		-709		0.328549
-898		-680		-730		0.334725
-45		-649		-20		0.341051
-655		-115		-13		0.347475
-14		-45		-650		0.353738
-732		-65		-110		0.360227
-118		-703		-754		0.366518
-988		-652		-18		0.372958
-654		-480		-126		0.379466
-499		-122		-678		0.385965
-31		-48		-77		0.392139
-19		-694		-720		0.398334
-911		-755		-112		0.404625
-34		-669		-18		0.41095
-14		-461		-37		0.417261
-103		-727		-697		0.423643
-743		-106		-78		0.430003
-902		-41		-62		0.43632
-922		-684		-102		0.442786
-20		-121		-681		0.449294
-95		-116		-65		0.455585
-730		-768		-43		0.461797
-30		-116		-660		0.468237
-916		-748		-750		0.474631
-960		-707		-36		0.481091
-93		-79		-690		0.4874
-21		-712		-675		0.493846
-696		-686		-741		0.500147
-707		-729		-49		0.506629
-936		-666		-754		0.513041
-1010		-697		-94		0.519367
-15		-669		-120		0.525582
-720		-716		-79		0.531861
-91		-128		-695		0.538123
-729		-115		-44		0.544391
-942		-87		-660		0.550748
-31		-86		-690		0.557252
-677		-15		-89		0.563391
-667		-690		-34		0.569905
-45		-654		-687		0.576306
-700		-723		-7		0.582832
-83		-724		-52		0.606017
-103		-122		-118		0.612463
-23		-762		-739		0.618626
-45		-121		-91		0.625356
-2		-45		-641		0.632062
-25		-479		-716		0.638865
-747		-649		-28		0.645355
-685		-79		-39		0.651963
-55		-72		-697		0.658314
-978		-107		-118		0.666692
-62		-90		-712		0.67308
-89		-685		-717		0.679412
-120		-117		-83		0.685908
-60		-716		-754		0.692278
-109		-123		-670		0.698733
-78		-114		-744		0.705097
-643		-123		-52		0.711342
-687		-105		-709		0.717933
-763		-62		-35		0.724799
-956		-728		-757		0.733173
-946		-32		-651		0.7393
-696		-113		-711		0.745668
-691		-12		-32		0.751966
-748		-50		-110		0.758306
-1178		-5		-115		0.765058
-922		-666		-742		0.771268
-931		-119		-48		0.777537
-17		-692		-764		0.783885
-66		-723		-706		0.790576
-960		-100		-745		0.812366
-482		-493		-14		0.818704
-686		-683		-747		0.825243
-45		-676		-678		0.831666
-996		-745		-679		0.838123
-900		-717		-98		0.844818
-108		-85		-116		0.851345
-28		-645		-759		0.857644
-123		-697		-724		0.863902
-956		-115		-18		0.870316
-976		-8		-917		0.876776
-956		-109		-81		0.883238
-81		-487		-70		0.889848
-96		-656		-749		0.896256
-725		-112		-121		0.902669
-95		-701		-38		0.909213
-942		-662		-38		0.91574
-1018		-675		-33		0.921953
-66		-446		-63		0.92824
-117		-53		-119		0.934662
-698		-50		-723		0.94105
-914		-745		-61		0.947497
-977		-658		-99		0.953948
-923		-447		-502		0.960257
-56		-16		-32		0.966716
-38		-665		-30		0.973157
-956		-117		-732		0.979645
-27		-668		-74		0.985737
-983		-95		-725		0.99192
-60		-452		-25		0.998282
-467		-666		-741		1.00465
-115		-642		-125		1.011
-765		-898		-46		1.01735
-92		-657		-108		1.02369
-987		-655		-707		1.03016
-759		-486		-84		1.0369
-742		-101		-673		1.04353
-24		-641		-90		1.06606
-666		-416		-412		1.07248
-62		-65		-724		1.07877
-946		-650		-58		1.08515
-71		-705		-63		1.0918
-955		-673		-721		1.10033
-728		-71		-747		1.12493
-24		-33		-17		1.13125
-1276		-124		-108		1.13764
-762		-642		-652		1.14419
-109		-728		-68		1.15194
-765		-5		-754		1.1581
-671		-65		-963		1.16429
-979		-706		-126		1.1707
-911		-698		-717		1.17693
-114		-503		-757		1.18345
-31		-719		-656		1.1899
-69		-666		-755		1.19661
-108		-761		-710		1.20312
-81		-79		-762		1.20961
-940		-706		-108		1.21654
-720		-730		-40		1.22269
-750		-114		-108		1.22903
-57		-67		-690		1.23551
-93		-749		-756		1.24191
-920		-70		-703		1.24833
-2		-110		-41		1.2547
-22		-17		-691		1.26099
-24		-119		-92		1.26751
-723		-665		-117		1.27405
-22		-89		-730		1.28034
-3		-648		-68		1.28649
-648		-489		-88		1.29287
-6		-650		-662		1.29918
-42		-62		-728		1.3055
-39		-664		-104		1.3118
-973		-666		-114		1.31804
-72		-17		-656		1.32433
-14		-423		-457		1.33083
-705		-719		-646		1.33744
-15		-75		-65		1.36175
-55		-686		-74		1.36822
-697		-642		-745		1.37446
-767		-116		-125		1.38094
-979		-31		-937		1.38772
-34		-684		-716		1.41122
-58		-39		-13		1.41761
-993		-676		-68		1.42396
-1165		-53		-34		1.43052
-755		-18		-20		1.43711
-30		-720		-102		1.44364
-123		-649		-67		1.4497
-670		-655		-14		1.45607
-985		-58		-645		1.46232
-120		-706		-722		1.46875
-72		-45		-760		1.4753
-758		-702		-102		1.48169
-63		-119		-699		1.48804
-91		-95		-700		1.49442
-52		-81		-725		1.50101
-35		-80		-751		1.50766
