 X		Y		Z		Time[us]
383		-1211		15461		3.15508e-309
375		-21		16169		0.00339095
-57		-65		15428		0.0067589
331		-1776		16911		0.0102299
-53		-14		-112		0.0135788
379		-39		16471		0.0169548
78		-1756		15736		0.0203517
-12		-1409		16717		0.0237556
369		-1752		-12		0.0302006
-54		-1487		16225		0.0334605
353		-1243		-74		0.0366665
-90		-1280		16664		0.0399124
552		-112		17219		0.0431154
49		-1756		-27		0.0463003
-5		-2026		-47		0.0522692
-18		-39		16699		0.0555162
126		-1527		16237		0.0588661
526		-44		-121		0.0621321
-88		-1700		-64		0.067409
-85		-58		15632		0.0715249
302		-83		-95		0.0755969
-34		-27		17481		0.0799268
528		-1935		17247		0.0921856
-36		-51		15715		0.0954136
-12		-100		-76		0.110299
-24		-114		17220		0.122295
110		-1511		-91		0.125522
611		-1975		16938		0.12874
-36		-16		16759		0.132069
339		-1492		-36		0.135362
-1		-1525		-115		0.138726
-113		-1473		17180		0.142108
262		-123		-36		0.145727
-17		-1204		-20		0.148948
-49		-62		16252		0.152165
-19		-1503		-70		0.15536
-114		-101		16663		0.158516
-53		-10		16172		0.162043
257		-2044		16952		0.165338
-54		-1955		-89		0.168579
-54		-1696		16172		0.171923
383		-1484		16394		0.175115
37		-88		-110		0.178495
-77		-1528		16963		0.181766
860		-61		-120		0.185086
-73		-76		16224		0.188382
-68		-97		16709		0.191727
-81		-14		-117		0.194961
359		-1715		17468		0.19813
-43		-103		-97		0.201455
-79		-12		-22		0.204672
83		-35		16139		0.207954
-117		-49		-31		0.211301
296		-1460		-30		0.214731
-52		-1521		16399		0.218134
-30		-1196		-12		0.221225
110		-1208		15446		0.224339
331		-1414		-12		0.227493
94		-1759		-35		0.23074
-53		-76		-80		0.233971
-26		-1749		-64		0.237149
-38		-105		-100		0.24042
-41		-1689		-49		0.243665
-16		-1409		16490		0.246842
-118		-73		16469		0.250261
-102		-10		15723		0.253402
558		-1419		16178		0.256789
117		-1194		16906		0.260079
824		-40		16506		0.263312
-122		-60		16922		0.266778
-57		-56		16647		0.270049
54		-1779		-15		0.273219
-30		-1748		16196		0.276468
91		-1760		16228		0.27977
27		-117		16675		0.283124
-24		-1473		16762		0.286574
308		-1511		15969		0.289929
-93		-1710		-27		0.29897
51		-97		16687		0.311552
-121		-86		16736		0.314852
326		-61		16673		0.318158
-93		-40		-58		0.321501
379		-1		16192		0.324755
69		-60		16193		0.327983
69		-27		-75		0.331219
-115		-26		-69		0.334449
-90		-12		16178		0.337731
-100		-25		16896		0.341014
342		-1428		-1		0.344487
278		-1679		16746		0.34788
26		-36		-120		0.351347
-62		-1923		16507		0.354443
-53		-85		-31		0.357628
277		-10		-1		0.360898
-58		-24		15428		0.364148
568		-1420		16402		0.369241
353		-1224		15873		0.372375
-26		-1213		-65		0.375509
-69		-1436		16503		0.378813
-121		-1699		16455		0.382161
-58		-1686		-94		0.385381
261		-4		-53		0.388618
284		-55		16205		0.391781
357		-36		16469		0.395033
-66		-32		-117		0.398312
839		-100		-111		0.401656
-1		-36		16919		0.404864
-17		-1253		16448		0.408242
374		-31		16438		0.411455
332		-1247		15707		0.414612
14		-27		17220		0.417943
-13		-30		-61		0.421247
-48		-40		-84		0.42457
268		-46		-13		0.42781
-110		-21		-47		0.431121
123		-79		-17		0.434395
-58		-37		15986		0.43748
586		-1513		17279		0.440888
589		-1520		-63		0.444115
-42		-96		16442		0.447425
-73		-1257		15885		0.450715
-125		-1677		-14		0.45392
369		-1708		-55		0.457257
526		-1680		-13		0.461953
50		-64		15940		0.46868
353		-1507		16676		0.472304
-33		-16		-57		0.475559
-107		-1		16486		0.478835
874		-108		-114		0.482158
363		-128		16655		0.485452
333		-127		16720		0.488747
-78		-1420		-29		0.492035
354		-84		-11		0.495193
358		-96		-19		0.498537
113		-1955		16963		0.501748
50		-1475		-104		0.505059
-18		-1418		16511		0.508228
-69		-80		-34		0.511618
591		-1776		-88		0.514876
555		-101		-123		0.518205
268		-127		16483		0.52162
266		-1174		16438		0.524931
353		-44		16747		0.528075
-105		-1792		-85		0.531178
119		-1700		-91		0.534487
602		-1983		-115		0.537723
-18		-1692		-48		0.540826
520		-91		-97		0.544045
327		-99		16250		0.547296
-56		-104		-34		0.550531
376		-1488		17680		0.569308
519		-1736		17951		0.572758
264		-100		-28		0.575997
-50		-1789		16659		0.579334
-37		-15		-88		0.582549
-78		-1672		-19		0.585775
-81		-80		-73		0.589009
-74		-1528		-85		0.592243
-38		-1189		16186		0.59546
339		-1251		16426		0.598869
280		-1515		15956		0.602132
-46		-1479		-58		0.605433
-100		-1787		-65		0.608673
-21		-39		17436		0.611785
-21		-39		17187		0.615179
69		-47		16983		0.618511
258		-89		15903		0.621804
587		-62		-82		0.629111
-72		-61		-106		0.632339
271		-1173		-47		0.635575
91		-1427		-21		0.638888
110		-1495		16663		0.642141
-82		-60		16228		0.645299
-34		-30		16406		0.648596
272		-1940		-30		0.651736
-127		-1669		16391		0.6551
-59		-111		-71		0.658404
320		-61		16940		0.661657
608		-1771		16734		0.664899
623		-123		-30		0.66817
-18		-73		-102		0.671478
-100		-1172		16717		0.674754
-121		-84		15896		0.678033
-122		-63		16236		0.681415
331		-1715		17665		0.684787
-21		-1935		16422		0.687912
80		-4		15716		0.691124
262		-76		15727		0.694411
118		-124		16697		0.697732
-78		-1712		17007		0.718239
115		-1516		16140		0.721494
-122		-1983		-122		0.724845
-90		-115		-92		0.728186
111		-1489		-56		0.731362
373		-68		16662		0.734766
264		-1523		-121		0.73807
328		-1422		-67		0.741389
341		-37		16440		0.744811
-54		-78		-77		0.748253
-26		-1188		15948		0.75158
-48		-28		-11		0.754668
62		-1933		-77		0.757969
-54		-124		16511		0.761195
-126		-33		-99		0.76454
-14		-1231		16443		0.788651
-89		-15		-77		0.791907
586		-1706		16688		0.795052
-121		-1751		17208		0.798527
45		-90		-15		0.801833
264		-108		-86		0.805089
288		-95		-112		0.808427
-75		-36		16644		0.81155
-118		-46		16133		0.814779
-50		-78		15999		0.818003
373		-26		17197		0.821337
528		-116		16989		0.829451
376		-69		15727		0.832685
-9		-63		17008		0.835859
56		-31		-30		0.839088
365		-67		15663		0.842271
515		-20		16241		0.845505
271		-104		-53		0.848781
314		-1669		-62		0.852039
275		-11		16412		0.855402
353		-72		-116		0.858765
-54		-1252		16689		0.861987
10		-1484		17521		0.865163
106		-1500		-86		0.868369
-40		-80		-83		0.871811
40		-80		17517		0.875117
371		-41		-74		0.878429
333		-1452		-20		0.881858
-20		-1		15433		0.885243
330		-1227		16912		0.888614
-88		-1420		15901		0.908253
-81		-1710		-124		0.911514
349		-117		16668		0.91475
335		-115		15673		0.918191
-10		-1420		-55		0.921382
306		-71		16504		0.924654
-113		-1505		15935		0.927961
-104		-90		-17		0.93118
588		-95		-1		0.934657
366		-1189		16149		0.938003
632		-124		15997		0.94126
382		-1238		16418		0.944479
-118		-1695		-17		0.947824
-85		-1935		-77		0.951119
375		-90		-105		0.95698
-6		-11		-83		0.960164
-61		-47		-47		0.963384
298		-55		15976		0.966595
-102		-1256		-92		0.969796
-70		-1215		-44		0.973038
98		-1261		16715		0.976353
-17		-1498		-91		0.97995
-89		-1482		-35		0.983156
-123		-104		16943		0.986376
-90		-2184		-118		0.98972
-82		-1488		-3		0.992909
-110		-1409		-75		0.996147
72		-108		16511		0.999376
-21		-1432		16720		1.00264
312		-1168		16703		1.00604
330		-99		16430		1.00927
371		-1248		-118		1.01259
262		-114		15924		1.01611
294		-99		-126		1.01954
-12		-68		-54		1.0228
40		-1955		-110		1.02611
343		-1173		-46		1.0471
39		-38		16511		1.05041
272		-1679		-20		1.05378
-61		-1520		15917		1.05705
-32		-59		16672		1.06024
-45		-3		-7		1.06349
18		-85		-33		1.06673
-52		-127		-28		1.07016
-90		-72		-32		1.07345
-30		-75		16166		1.0767
-65		-100		-105		1.07986
-6		-128		-84		1.08299
355		-60		16201		1.08621
-20		-81		16139		1.08945
373		-1731		17162		1.09268
523		-17		-37		1.09773
-42		-1784		-60		1.10096
110		-1536		16201		1.10417
83		-1445		16503		1.10744
104		-1418		15483		1.11062
-40		-1449		-27		1.11387
-53		-36		16479		1.11707
22		-107		-102		1.12034
286		-53		16184		1.12352
298		-44		16756		1.12689
94		-60		16250		1.13009
-58		-47		16653		1.13338
-21		-2011		17987		1.13663
262		-11		17020		1.13982
575		-1420		15909		1.14315
-118		-1204		-44		1.14652
23		-95		16719		1.14973
-36		-1451		15659		1.15303
588		-1219		-3		1.15619
275		-120		15952		1.15949
122		-62		15893		1.1628
-16		-1425		-68		1.16614
-92		-51		-91		1.18761
-106		-55		16707		1.19086
284		-37		17252		1.19406
579		-118		15672		1.19741
-10		-1414		16648		1.20063
264		-26		17485		1.20406
-43		-1511		-111		1.20739
106		-1972		-61		1.21077
-54		-2011		16687		1.21418
-3		-65		-38		1.21775
-91		-1520		16743		1.22099
341		-76		15400		1.22419
378		-71		17020		1.22784
371		-90		15656		1.23116
628		-75		-26		1.2344
-20		-77		-29		1.25726
-82		-1496		-6		1.26068
-92		-26		16205		1.26382
122		-40		-61		1.26725
586		-1189		15451		1.27056
-116		-35		16431		1.27377
-61		-78		16679		1.27717
-21		-1511		-33		1.2803
311		-1761		17251		1.28362
-46		-1939		16443		1.28696
53		-1471		15976		1.2902
-50		-1449		16424		1.29708
-53		-1467		16693		1.30029
-96		-1471		15634		1.30357
-3		-57		-72		1.30673
533		-11		17013		1.31009
-122		-1422		-69		1.31325
-58		-1443		17158		1.31667
-74		-67		16689		1.31984
369		-61		-121		1.32311
-24		-32		16455		1.32652
-49		-12		16172		1.32971
538		-1525		16428		1.33305
316		-3		16252		1.33628
639		-1454		-64		1.33956
614		-1219		16758		1.34295
513		-37		-47		1.34647
288		-121		-33		1.34983
350		-75		17019		1.35306
87		-1939		-25		1.35645
-41		-83		16467		1.37632
272		-1482		15723		1.37965
-37		-1164		16213		1.38293
-85		-58		16991		1.38633
-27		-13		16712		1.38953
-82		-1669		17249		1.39268
351		-1792		16725		1.39598
-42		-1988		-60		1.39929
380		-1787		-41		1.40252
-1		-1443		17168		1.40592
587		-1516		-101		1.409
-105		-1691		15473		1.41231
588		-127		-67		1.41561
-112		-20		16705		1.41891
-81		-115		16139		1.42665
294		-1700		16488		1.42987
324		-49		16673		1.43305
362		-1993		17750		1.43633
-13		-19		-77		1.43953
286		-63		16139		1.44282
288		-1693		16722		1.44612
526		-40		-12		1.44932
-6		-1507		-24		1.45267
543		-47		-10		1.45599
371		-1482		16704		1.45914
-86		-102		16715		1.46234
76		-16		16229		1.46552
262		-28		17184		1.46872
375		-1683		-60		1.47201
-13		-24		-99		1.47522
345		-4		17238		1.47855
345		-1272		-111		1.48188
302		-95		-74		1.48511
-174		-128		16938		1.48834
-78		-1232		16460		1.49485
619		-96		-46		1.49801
-12		-1253		-14		1.50121
-4		-91		16252		1.50441
-21		-67		16679		1.50777
600		-44		17755		1.51098
-58		-95		-82		1.51424
523		-96		16215		1.51751
-22		-28		15672		1.5207
-33		-1532		16482		1.52403
296		-86		15668		1.52728
527		-20		16392		1.53062
-10		-12		16160		1.5338
535		-111		-116		1.53698
-117		-112		16907		1.54026
282		-1436		-76		1.54355
300		-120		16438		1.54679
303		-23		-1		1.55025
87		-1681		16918		1.55355
-116		-116		-122		1.55666
78		-1240		16991		1.55985
65		-1745		-23		1.56315
-147		-927		-50		1.56646
-14		-1792		-17		1.58456
-70		-1708		17169		1.58781
-93		-2036		-15		1.59139
-245		-948		-59		1.59466
75		-59		18221		1.59799
803		-1772		15405		1.6013
-127		-1432		17207		1.60455
-5		-113		17501		1.6077
-49		-126		-98		1.61097
106		-103		16939		1.61431
-42		-21		-58		1.61762
-10		-52		17519		1.62093
19		-1221		15399		1.62412
-125		-35		17717		1.62737
-16		-49		13436		1.63061
-239		-90		-15		1.63387
778		-63		13883		1.63727
-35		-75		17520		1.6452
114		-38		-56		1.64841
308		-1269		-86		1.65181
-12		-1533		-117		1.65522
570		-19		-84		1.65844
307		-40		16692		1.66168
-9		-1489		-126		1.66505
319		-111		16644		1.66824
346		-1759		16500		1.67146
-116		-1479		16500		1.67476
568		-1434		15681		1.67798
632		-107		-110		1.68119
355		-1665		-8		1.68438
316		-1458		-18		1.68766
266		-61		-103		1.69108
-110		-2025		-123		1.69435
-63		-55		-19		1.69781
572		-1710		16675		1.70094
-21		-67		16131		1.70416
-116		-67		15954		1.70755
259		-94		-106		1.7108
-26		-37		17688		1.73494
-52		-115		-45		1.73811
-97		-1456		15895		1.74143
-125		-112		-112		1.74498
371		-1412		16426		1.74838
-69		-1438		-61		1.75152
-22		-929		-16		1.75495
-36		-1220		16213		1.75804
383		-1452		-120		1.76117
332		-1431		-17		1.76444
374		-7		-86		1.76766
-46		-1761		15879		1.77099
-58		-1962		-65		1.77566
290		-128		16230		1.77889
110		-92		-51		1.78213
-21		-1531		16202		1.78537
-49		-75		16172		1.78869
611		-1467		-11		1.79193
627		-1436		-102		1.79537
538		-90		16180		1.79862
349		-119		17228		1.80183
358		-1683		-126		1.80514
-50		-120		-1		1.80843
-125		-1967		-56		1.81175
-106		-85		-28		1.81501
566		-1503		16184		1.8182
375		-59		16980		1.82153
559		-107		-117		1.82477
-38		-119		-3		1.82814
345		-37		15619		1.83162
563		-11		17225		1.83508
-107		-91		16899		1.83833
10		-17		16971		1.84388
346		-41		-12		1.84701
39		-77		-4		1.85041
259		-113		15883		1.85364
-110		-1471		15661		1.85688
-50		-1518		15640		1.86016
366		-31		15698		1.86348
376		-77		-126		1.86697
312		-25		-42		1.87019
-25		-1448		16736		1.8735
295		-101		-12		1.87676
-4		-1729		17251		1.8801
-50		-69		-111		1.88336
-102		-110		-87		1.88655
-66		-1714		-36		1.89001
355		-1240		16155		1.89331
74		-70		-128		1.89661
290		-1460		16511		1.89998
-49		-1251		-4		1.90321
376		-81		16232		1.90632
371		-106		-126		1.90941
-10		-68		-41		1.91269
-97		-1454		-52		1.91589
-66		-1756		16692		1.91916
-34		-23		16169		1.92502
51		-56		15972		1.92828
-86		-27		-7		1.93174
-60		-1504		-70		1.935
-23		-47		16445		1.93826
-126		-39		16912		1.94145
371		-73		15873		1.9447
-74		-1507		-108		1.94806
-54		-1735		17023		1.95127
-108		-1484		18036		1.95468
-68		-1499		17717		1.95794
259		-1951		17012		1.96112
109		-6		-26		1.96443
324		-1456		-126		1.96776
316		-1697		15659		1.97109
103		-1479		-31		1.97445
-21		-28		-122		1.97781
531		-120		-58		1.98121
76		-114		16666		1.98444
72		-60		-103		1.98892
-78		-1696		16916		1.99215
-18		-108		16405		1.99534
-57		-101		15938		1.99843
-3		-46		-88		2.00203
-73		-1420		-97		2.00514
-57		-1516		-104		2.00827
-58		-82		15967		2.01149
0		-106		-56		2.01477
-26		-1260		-105		2.01798
-126		-32		17692		2.02661
95		-1669		-90		2.02971
-56		-1710		-27		2.03324
-116		-43		-111		2.03649
-68		-69		-108		2.03979
-42		-67		16941		2.04312
-59		-84		16924		2.04639
-58		-1519		-89		2.04976
-116		-117		-26		2.05307
-10		-1190		-121		2.05632
